Name,Path,Files
jjang32/RPS,,"['.DS_Store', 'Additional Files', 'CPP files', 'H files', 'LICENSE', 'README.md', 'UI']"
Jorik-RPG/Sourcecode,,"['.editorconfig', '.vscode', 'Docs', 'Project-Jorik.project.json', 'roblox.toml', 'selene.toml', 'src', 'testez.toml']"
santoshpavan/fitness-tracker,,"['.gitignore', '.travis.yml', 'README.md', 'angular.json', 'e2e', 'package-lock.json', 'package.json', 'src', 'tsconfig.json', 'tslint.json']"
devjunhong/test-timeline2,,"['.eslintcache', '.gitignore', 'README.md', 'package-lock.json', 'package.json', 'public', 'src']"
megamcloud/torrent-stream-server,,"['.editorconfig', '.github', '.gitignore', '.gitpod.yml', '.vscode', 'CODE_OF_CONDUCT.md', 'Dockerfile', 'LICENSE', 'README.md', '_config.yml', 'app.json', 'config.json', 'docs', 'frontend', 'package-lock.json', 'package.json', 'src', 'swagger.yaml', 'tsconfig.json']"
megamcloud/torrent-stream-server,docs,"['configuration.md', 'development.md', 'images', 'setup.md', 'swagger.html']"
megamcloud/torrent-stream-server,.github,"['dependabot.yml', 'workflows']"
baitando/wordpress-samples,,"['.gitignore', 'README.md', 'baitando', 'composer.json', 'composer.lock', 'config.template', 'devops', 'local']"
kaullean/TipasoStore,,"['.eslintcache', '.gitignore', 'Pf.gif', 'README.md', 'package-lock.json', 'package.json', 'public', 'src']"
BobS337/pet-clinic,,"['.gitignore', 'Dockerfile.deploy', 'Dockerfile.deploy.version', 'Jenkinsfile', 'Jenkinsfile.PDXC', 'Jenkinsfile.Selenium', 'LICENSE', 'README.md', 'pom.xml', 'robot.sh', 'src']"
rodrigobaraglia/system-design-primer,,"['.gitattributes', '.github', '.gitignore', 'CONTRIBUTING.md', 'LICENSE.txt', 'README-ja.md', 'README-zh-Hans.md', 'README-zh-TW.md', 'README.md', 'TRANSLATIONS.md', 'epub-metadata.yaml', 'generate-epub.sh', 'images', 'resources', 'solutions']"
rodrigobaraglia/system-design-primer,.github,['PULL_REQUEST_TEMPLATE.md']
joynal061214/ansible_automation,,"['README.md', 'ansible_vault.md', 'configure_ansible_user_data.sh', 'create_bucket.yml', 'files', 'installing_ansible.md', 'playbooks', 'scripts', 'secrets_manager.md', 'systems_mananger.md']"
mschnorb/vicHRUParameters,,"['.DS_Store', '.gitignore', 'README.md', 'call_make.VIC.param.r', 'call_make.hru.table.r', 'hru_review.r', 'make.VIC.param.R', 'make.hru.table.R', 'plot_cum.veg.hypsometry.r', 'plot_hru.hypsometry.r', 'plot_hypsometry.r', 'plot_veg.hypsometry.r', 'set_veg_legend.r', 'subset.hru.frame.r', 'wrapper_make.VIC.param.r', 'wrapper_make.hru.table.r', 'wrapper_make.hru.table.sh', 'wrapper_make.hru.table_local.sh']"
zw123han/Conference-App,,"['README.md', 'phase1', 'phase2']"
BohdanStupa/Counter,,"['.browserslistrc', '.editorconfig', '.gitignore', 'README.md', 'angular.json', 'e2e', 'karma.conf.js', 'package-lock.json', 'package.json', 'src', 'tsconfig.app.json', 'tsconfig.json', 'tsconfig.spec.json', 'tslint.json']"
jonathansadler/love3d,,"['LICENSE.md', 'README.md', 'doc', 'init.lua', 'logo.svg', 'opengl.lua', 'opengles2.lua', 'ovr.lua']"
jonathansadler/love3d,doc,['config.ld']
thorjeus/passivbot_futures,,"['README.md', 'api_key_secrets', 'backtest.py', 'backtesting_notes.ipynb', 'binance.py', 'bybit.py', 'passivbot.py', 'settings']"
shashanksudheer/PaintingGAN,,['README.md']
fredboneML/Q-Learning-for-Trading,,"['README.md', 'agent.py', 'data', 'envs.py', 'model.py', 'requirements.txt', 'run.py', 'utils.py']"
taikiinoue45/KaoruRecognition,,"['.gitignore', 'LICENSE', 'README.md', 'architecture.drawio', 'architecture.svg', 'deploy.ipynb', 'pyproject.toml', 'setup.cfg', 'src']"
megamcloud/magnetfinder,,"['LICENSE', 'README.md', 'config.ini', 'images', 'magnetfinder.py', 'requirements.txt']"
Waldeinsamkeit-cell/team2,,"['README.md', 'index.html', 'our-team']"
AndrianaCodes/rails-generators-readme-onl01-seng-pt-072720,,"['.gitignore', '.learn', '.rspec', 'CONTRIBUTING.md', 'Gemfile', 'Gemfile.lock', 'LICENSE.md', 'README.md', 'Rakefile', 'app', 'bin', 'config.ru', 'config', 'db', 'public', 'spec', 'vendor']"
natowi/subtitles-translation,,"['.gitignore', '.travis.yml', 'LICENSE.txt', 'README.md', 'course-pepper', 'course-synfig', 'morevna-ep3.msrt', 'morevna-ep4.msrt', 'output', 'pepper-and-carrot-ep6.msrt', 'talks-suzdal-2018.msrt', 'the-story-of-mime-and-tiger.msrt', 'tool']"
Ner43/fruit-ninja,,"['README.md', 'alien1.png', 'alien2.png', 'fruit1.png', 'fruit2.png', 'fruit3.png', 'fruit4.png', 'gameover.mp3', 'gameover.png', 'index.html', 'knifeSwooshSound.mp3', 'p5.dom.min.js', 'p5.js', 'p5.play.js', 'p5.sound.min.js', 'sketch.js', 'style.css', 'sword.png']"
tercen/scatterplot_shiny_operator,,"['.Rprofile', '.gitignore', 'README.md', 'operator.json', 'renv.lock', 'renv', 'server.R', 'shiny_operator.Rproj', 'ui.R', 'workspace.R']"
fingolfin/libsingular-julia,,"['CMakeLists.txt', 'LICENSE.md', 'README.md', 'build.jl', 'caller.cpp', 'caller.h', 'coeff_rings.cpp', 'coeff_rings.h', 'coeffs.cpp', 'coeffs.h', 'ideals.cpp', 'ideals.h', 'includes.h', 'matrices.cpp', 'matrices.h', 'rings.cpp', 'rings.h', 'singular.cpp', 'threading.cpp', 'threading.h', 'xcode_jlcxx_workaround.h']"
jonathansadler/love3d-demos,,"['.gitignore', 'LICENSE.md', 'README.md', 'assets', 'conf.lua', 'libs', 'main.lua', 'screenshots', 'src']"
dani7beth/FireJacked,,"['.gitignore', '.ruby-version', 'Gemfile', 'Gemfile.lock', 'Procfile', 'README.md', 'Rakefile', 'app', 'bin', 'client', 'config.ru', 'config', 'db', 'lib', 'log', 'node_modules', 'package.json', 'public', 'storage', 'test', 'tmp', 'vendor', 'yarn.lock']"
abbas12aslan/covid19,,"['README.md', 'imges', 'index.html', 'stylee.scss']"
suryanshu88/ProgrammingAssignment2,,"['README.md', 'cachematrix.R']"
sapuehase/test-app1,,"['README.md', 'app.py', 'models', 'requirements.txt']"
ethanvachon/checkpoint-4,,"['.gitignore', 'app', 'assets', 'index.html', 'inspire.png', 'package-lock.json', 'package.json', 'readme.md', 'requirements.json', 'setup.md']"
ShaileshDhama/Post-Surgical-Survival-of-Cancer-Patients,,"['HABER_1.png', 'HABER_10.png', 'HABER_11.png', 'HABER_12.png', 'HABER_13.png', 'HABER_14.png', 'HABER_15.png', 'HABER_16.png', 'HABER_2.png', 'HABER_3.png', 'HABER_4.png', 'HABER_5.png', 'HABER_6.png', 'HABER_7.png', 'HABER_8.png', 'HABER_9.png', 'LICENSE', 'README.md', ""Survival of Haberman's Cancer Patients after surgery.ipynb"", 'haberman.csv']"
felipebel25/spa-application,,"['.gitignore', '.travis.yml', 'README.md', 'dist', 'package-lock.json', 'package.json', 'public', 'src', 'webpack.config.js']"
bernardosertorio/SOLID-concepts,,"['.gitignore', 'index.html', 'package.json', 'src', 'tsconfig.json', 'webpack.config.js', 'yarn.lock']"
marcusjack/flex_color_scheme,,"['.github', '.gitignore', '.metadata', 'CHANGELOG.md', 'LICENSE', 'README.md', 'all_lint_rules.yaml', 'analysis_options.yaml', 'coverage', 'example', 'lib', 'pubspec.lock', 'pubspec.yaml', 'resources', 'test']"
marcusjack/flex_color_scheme,.github,['workflows']
delightech/dev_container,,"['.dockerignore', '.gitignore', 'Dockerfile', 'README.md', 'app', 'build.sh', 'docker-compose.yml', 'exec.sh', 'exec_compose.sh', 'run.sh', 'up_compose.sh']"
zhoux121/slambook,,"['.gitignore', '3rdparty', 'LICENSE', 'README.md', 'ch10', 'ch11', 'ch12', 'ch13', 'ch2', 'ch3', 'ch4', 'ch5', 'ch6', 'ch7', 'ch8', 'errata.xlsx', 'pose_graph', 'project', 'tools', '~$errata.xlsx']"
matthewklee67/real-estate-prediction-model,,"['README.md', 'housing.ipynb']"
Guanhua1018/mvpsale,,"['.gitignore', '.idea', 'Procfile', 'README.md', 'backend', 'frontend', 'package-lock.json', 'package.json', 'uploads']"
Clark1991-Kellogg/hw1,,"['bbcream.jpg', 'index.html', 'nightcream.png', 'products.html', 'readme.md', 'serum.jpg', 'skincarequiz.html']"
Noah-Huff/bettermentChallenge,,"['.DS_Store', 'LICENSE', 'README.md', 'Text for the pages.txt', 'create.html', 'css', 'current.html', 'images', 'index.html', 'modify.html', 'track.html']"
thurow/demo-calendar-react,,"['.editorconfig', '.env.example', '.eslintrc.json', '.gitignore', 'LICENSE', 'README.md', '__test__', 'babel.config.js', 'jest.config.js', 'package.json', 'public', 'src', 'tsconfig.json', 'webpack.dev.js', 'webpack.prod.js', 'yarn.lock']"
AshburnCarmen06/submit50,,"['.gitignore', '.travis.yml', 'LICENSE', 'MANIFEST.in', 'README.md', 'setup.cfg', 'setup.py', 'submit50']"
mbish08/validations-with-form_tag-rails-lab-onl01-seng-pt-081720,,"['.gitignore', '.learn', '.rspec', 'CONTRIBUTING.md', 'Gemfile', 'Gemfile.lock', 'LICENSE.md', 'README.md', 'README.rdoc', 'Rakefile', 'app', 'bin', 'config.ru', 'config', 'db', 'public', 'spec']"
shandamckinney/mern-beginner,,"['.eslintcache', '.gitignore', 'README.md', 'package-lock.json', 'package.json', 'public', 'src', 'yarn.lock']"
jendefig/Datathon2021,,"['README.md', 'Report.html', 'notebooks']"
zxie86/school-CS3307,,"['.gitignore', '.qmake.stash', 'Beacon.cpp', 'Beacon.h', 'Beacon.o', 'Location.cpp', 'Location.h', 'Location.o', 'LocationCalculator.cpp', 'LocationCalculator.h', 'LocationCalculator.o', 'Makefile', 'Map.cpp', 'Map.h', 'Receiver.cpp', 'Receiver.h', 'Receiver.o', 'Trigger.pro', 'Trigger.pro.user', 'Trigger.pro.user.0b2a2d6.22', 'Trigger.pro.user.34641a4', 'Trigger.pro.user.e4ffbff', 'User.cpp', 'User.h', 'dialog.cpp', 'dialog.h', 'dialog.ui', 'dialogMain.cpp', 'log_in.cpp', 'log_in.cpp.NqzhiD', 'log_in.cpp.XfBizm', 'log_in.h', 'log_in.o', 'log_in.ui', 'main.cpp', 'main.o', 'mainwindow.cpp', 'mainwindow.h', 'mainwindow.o', 'mainwindow.ui', 'map.o', 'map.ui', 'moc_log_in.cpp', 'moc_log_in.o', 'moc_mainwindow.cpp', 'moc_mainwindow.o', 'moc_map.cpp', 'moc_map.o', 'moc_predefs.h', 'moc_smtp.cpp', 'moc_smtp.o', 'smtp', 'smtp.cpp', 'smtp.h', 'smtp.o', 'ui_log_in.h', 'ui_mainwindow.h', 'ui_map.h']"
christiannlam/MoreInheritance,,"['Education.java', 'Employee.java', 'EmployeeFactory.java', 'EmployeeIdComparator.java', 'Faculty.java', 'Level.java', 'Partime.java', 'README.md', 'Staff.java', 'Tester_Employee.java']"
gabriels3t/Curso_Python_Mundo_1,,"['PythonExercicios', 'pythonteste']"
JUSTIN-BOLAND/KEVM-Tutorial,,['README.md']
imp3tus/WhMgr-UI,,"['.eslintrc.js', '.github', '.gitignore', 'README.md', 'package-lock.json', 'package.json', 'previews', 'src', 'static']"
imp3tus/WhMgr-UI,.github,"['FUNDING.yml', 'workflows']"
Tubbz-alt/crl,,"['.gitattributes', '.gitignore', 'src', 'test.sln', 'test.xcodeproj']"
apsaid/hospedaje_monterrey,,"['.gitattributes', '.gitignore', 'License.txt', 'about.html', 'contact.html', 'css', 'dinning.html', 'font-awesome', 'fonts', 'gallery.html', 'images', 'index.html', 'js', 'news.html', 'rooms.html']"
juanandma/PracticaHadoop,,"['PracticaHadoop', 'README.md']"
MathSena/Cities,,"['Procfile', 'README.md', 'build.gradle', 'gradle', 'gradlew', 'gradlew.bat', 'settings.gradle', 'src']"
Thomtotom/maximouse_prime,,"['README.md', 'charactertemplate-1.png.png', 'chracter_art', 'demo', 'strutures', 'tiles']"
cesarofuchi/cesarofuchi.github.io,,"['README.md', 'index.md']"
MetalsLong/github-slideshow,,"['.editorconfig', '.gitignore', '.gitmodules', 'Gemfile', 'Gemfile.lock', 'LICENSE', 'README.md', '_config.yml', '_includes', '_layouts', '_posts', 'index.html', 'node_modules', 'package-lock.json', 'script']"
hamsandwich123/bouncingball,,"['README.md', 'index.html', 'matter.js', 'p5.dom.min.js', 'p5.js', 'p5.play.js', 'p5.sound.min.js', 'sketch.js', 'style.css']"
Tubbz-alt/qtlottie,,"['.gitattributes', '.qmake.conf', '.tag', 'LICENSE.GPL3', 'LICENSE.GPL3-EXCEPT', 'src']"
sayanbasak0/insightds_population_rollup,,"['README.md', 'input', 'insight_testsuite', 'output', 'run.sh', 'src']"
walking-appa/kube-rs,,"['.circleci', '.github', '.gitignore', 'CHANGELOG.md', 'Cargo.toml', 'LICENSE', 'Makefile', 'README.md', 'examples', 'kube-derive', 'kube-runtime', 'kube', 'release.sh', 'rustfmt.toml', 'tests']"
walking-appa/kube-rs,.github,"['FUNDING.yml', 'workflows']"
CptMotorBeard/BeardServer_Client,,"['.gitignore', '.vsconfig', 'Assets', 'ProjectSettings', 'README.md']"
kaitlynotto/octank-crm,,"['README.md', 'custom_code.py', 'octank_lambda_scheduled_jobs.py']"
sphatak21/APCSA-poker,,"['.gitignore', 'src']"
Vintersorganic/rock-paper-scissors-updated,,"['img', 'index.html', 'main.js', 'styles.css']"
mrAbdullahi/shellphish,,"['LICENSE', 'README.md', 'shellphish.sh', 'sites']"
Tubbz-alt/hime,,"['hime-imcontext-qt.cpp', 'hime-imcontext-qt.h', 'hime-qt.cpp', 'hime-qt.h', 'hime.json', 'hime.pro', 'include']"
Lohengrin22/rack-get-params-lab,,"['.gitignore', '.learn', 'CONTRIBUTING.md', 'Gemfile', 'Gemfile.lock', 'LICENSE.md', 'README.md', 'app', 'config.ru', 'config', 'spec']"
ferdboy/F3RDBot,,['F3BOT.zip']
luotom/W-Net-PyTorch,,"['.gitignore', 'GAN_Hacks.md', 'LICENSE', 'articles', 'configure.yml', 'fonts', 'img', 'inference_configure.yml', 'main.py', 'paper_introduction.md', 'readme.md', 'requirements.txt', 'res', 'src']"
djenkala/has_secure_password_lab-online-web-sp-000,,"['.gitignore', '.learn', '.rspec', 'CONTRIBUTING.md', 'Gemfile', 'Gemfile.lock', 'LICENSE.md', 'README.md', 'Rakefile', 'app', 'bin', 'config.ru', 'config', 'db', 'lib', 'log', 'public', 'spec', 'vendor']"
PedroAltamirano/Arduino-to-TelegramBot,,"['bot.ino', 'handler.ino', 'temp.ino']"
HarveyBates/Img-VidClassification,,"['.gitignore', 'CMakeLists.txt', 'LearnPytorch.ipynb', 'MNIST_Train.ipynb', 'datasets', 'include', 'src', 'videos']"
iwujingfeng/zhihu-koa2-mongodb,,"['.vscode', 'README.md', 'app.js', 'config.js', 'controller', 'model', 'node_modules', 'package-lock.json', 'package.json', 'public', 'routes']"
mohach/universal-resume,,"['.github', '.gitignore', 'LICENSE', 'README.md', 'docs', 'package.json', 'postcss.config.js', 'tailwind.config.js', 'tailwind.css']"
mohach/universal-resume,docs,"['fira-go.css', 'fonts', 'index.html']"
mohach/universal-resume,.github,['FUNDING.yml']
epic31d/wordlist,,"['.editorconfig', '.gitignore', '.npmignore', '.travis.yml', 'Cargo.toml', 'LICENSE', 'README.md', 'index.js', 'index.spec.js', 'package.json', 'res', 'src']"
Youssef-SherifMo/Internet-of-Things-Event-Learning-Path,,"['.gitattributes', 'CODE_OF_CONDUCT.md', 'LICENSE', 'LICENSE-CODE', 'README.md', 'SECURITY.md', 'assets', 'iot10', 'iot20', 'iot30', 'iot40', 'iot50']"
masonby/token-refresher-storage,,"['main.py', 'requirements.txt']"
hgkcho/goParallelProcessing,,"['cmd', 'go.mod']"
hardcore3m/DIO_Design_Patterns,,['README.md']
50victor/Compiladores_PLE,,"['README.md', '__pycache__', 'casos de teste', 'casos de testes', 'input_lexico.pam', 'lex.py', 'lista_tokens.pam', 'models', 'output_sintatico.json', 'sem.py', 'sin.py']"
Adri11n/rickroll-at-startup,,"['LICENSE', 'README.md', 'rem.ps1', 'rick-roll-installer.bat', 'rick-roll-remove.bat', 'rick-roll.bat']"
hunterloftis/spectrum-web-components,,"['.browserslistrc', '.circleci', '.editorconfig', '.eslintignore', '.eslintrc.json', '.github', '.gitignore', '.husky', '.netlify', '.npmrc', '.nvmrc', '.prettierignore', '.prettierrc.yaml', '.storybook', '.stylelintignore', '.stylelintrc.json', '.vscode', 'CODE_OF_CONDUCT.md', 'CONTRIBUTING.md', 'INVENTORY.md', 'LICENSE', 'README.md', 'RELEASE_PROCESS.md', 'commitlint.config.cjs', 'config', 'custom-elements-manifest.config.js', 'lerna.json', 'linters', 'netlify.toml', 'package.json', 'packages', 'projects', 'scripts', 'tasks', 'test', 'tools', 'tsconfig-all.json', 'tsconfig.json', 'utils', 'wds-storybook.config.js', 'web-test-runner.config.ci-chromium.js', 'web-test-runner.config.ci-firefox.js', 'web-test-runner.config.ci-webkit.js', 'web-test-runner.config.ci.js', 'web-test-runner.config.js', 'web-test-runner.config.vrt.js', 'web-test-runner.utils.js', 'yarn.lock']"
hunterloftis/spectrum-web-components,.github,"['ISSUE_TEMPLATE', 'PULL_REQUEST_TEMPLATE.md', 'dependabot.yml', 'workflows']"
MINHSKI/Learn-OpenCV-cpp-in-4-Hours,,"['Chapter1.cpp', 'Chapter2.cpp', 'Chapter3.cpp', 'Chapter4.cpp', 'Chapter5.cpp', 'Chapter6.cpp', 'Chapter7.cpp', 'Chapter8.cpp', 'ColorPicker.cpp', 'ExtraImages', 'Opecv Mac Installation.md', 'Opecv Windows Installation.md', 'Project1.cpp', 'Project2.cpp', 'Project3.cpp', 'README.md', 'Resources']"
oscarrock/Project-LoRaSMS,,"['LoRaSMS-D2D', 'README.md']"
coolsy123/coolsy123.github.io,,"['css.css', 'index.html']"
Tubbz-alt/nimf,,"['.gitignore', 'README.md', 'im-nimf-qt5.cpp', 'nimf-client.h', 'nimf-enum-types.h', 'nimf-events.h', 'nimf-im.h', 'nimf-key-syms.h', 'nimf-marshalers.h', 'nimf-message.h', 'nimf-private.h', 'nimf-types.h', 'nimf.json', 'nimf.pro']"
iraphaelfernandes/portifolio-test,,"['.eslintcache', '.gitignore', 'README.md', 'package-lock.json', 'package.json', 'public', 'src']"
OmarReda2000/omarreda2000.github.io,,"['CNAME', 'css', 'favicon.ico', 'fonts', 'img', 'index.html', 'js', 'logo.png', 'logo3.png']"
ibrahimendire/liftoff-assignments,,"['.gitignore', 'C1-Online_Profiles', 'C2-Live_Coding', 'C3-Mock_Interview', 'KC-LEARNERS(02-2019).md', 'KC-LEARNERS(03-2018).md', 'LEARNERS(01-2018).md', 'LEARNERS(01-2019).md', 'LEARNERS(03-2018).md', 'LEARNERS(07-2018).md', 'LEARNERS(11-2017).md', 'MIAMI-LEARNERS(01-2019).md', 'P1-Assignment_Repository_Setup', 'P2-Project_Outline', 'P3-Project_Planning', 'P4-Project_Setup', 'P5-Project_Review', 'P6-Project_Presentation', 'README.md', 'TAMPA-LEARNERS(04-2018).md']"
ninja2112/exemplo-git-eclipse,,['README.md']
gfwfuckoff/IPTV-3,,"['HK.txt', 'IPTV', 'IPTV.m3u', 'Japan.M3U', 'OS.m3u', 'SS IPTV.mu3', 'Test.m3u', 'TvList']"
NileshGule/cka-prep,,"['.gitignore', '15 - Security', '16 - high-availability', 'APIs', 'Bookmarks', 'CKA.pptx', 'CRD', 'Deployments', 'Helm', 'Ingress', 'cli-commands', 'cpu-memory-constraints', 'images', 'k8s-kubeadm', 'network-policy.md', 'node-maintenace', 'readme.md', 'scheduling', 'services', 'volumes']"
junlincc/superset,,"['.asf.yaml', '.codecov.yml', '.dockerignore', '.editorconfig', '.flaskenv', '.fossa.yml', '.github', '.gitignore', '.pre-commit-config.yaml', '.pylintrc', '.rat-excludes', 'CHANGELOG.md', 'CODE_OF_CONDUCT.md', 'CONTRIBUTING.md', 'Dockerfile', 'INSTALL.md', 'INTHEWILD.md', 'LICENSE.txt', 'MANIFEST.in', 'NOTICE', 'README.md', 'RELEASING', 'UPDATING.md', 'docker-compose.yml', 'docker', 'docs', 'helm', 'pytest.ini', 'requirements', 'scripts', 'setup.cfg', 'setup.py', 'superset-frontend', 'superset', 'tests', 'tox.ini']"
junlincc/superset,docs,"['.eslintrc.js', '.gitignore', '.htaccess', '.prettierrc', 'README.md', 'doczrc.js', 'gatsby-config.js', 'gatsby-node.js', 'installation.rst', 'package-lock.json', 'package.json', 'prettier.config.js', 'requirements.txt', 'sqllab.rst', 'src', 'static']"
junlincc/superset,.github,"['ISSUE_TEMPLATE', 'PULL_REQUEST_TEMPLATE.md', 'actions', 'config.yml', 'dependabot.yml', 'issue_label_bot.yaml', 'move.yml', 'stale.yml', 'workflows']"
TeniArole/Trex,,"['cloud.png', 'gameOver.png', 'ground2.png', 'index.html', 'obstacle1.png', 'obstacle2.png', 'obstacle3.png', 'obstacle4.png', 'obstacle5.png', 'obstacle6.png', 'p5.dom.min.js', 'p5.js', 'p5.play.js', 'p5.sound.min.js', 'restart.png', 'sketch.js', 'style.css', 'trex1.png', 'trex3.png', 'trex4.png', 'trex_collided.png']"
