repo,path,url
Alfresco/docs-alfresco,insight-engine/1.4/config/security.md,https://github.com/Alfresco/docs-alfresco/blob/4229e31cbc4baad7a35a9219ad74bb4030206f0c/insight-engine/1.4/config/security.md
Alfresco/docs-alfresco,search-services/1.3/config/security.md,https://github.com/Alfresco/docs-alfresco/blob/4229e31cbc4baad7a35a9219ad74bb4030206f0c/search-services/1.3/config/security.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-search/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-search/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-error/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-error/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-status/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-status/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-roles/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-roles/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-blocks/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-blocks/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-constants/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-constants/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-my-jetpack/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-my-jetpack/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-sync/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-sync/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-config/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-config/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-publicize/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-publicize/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-password-checker/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-password-checker/SECURITY.md
Automattic/jetpack-production,jetpack_vendor/automattic/jetpack-device-detection/SECURITY.md,https://github.com/Automattic/jetpack-production/blob/8cc0ea04cd5563b845ae0d76ca0cadd81504b7dc/jetpack_vendor/automattic/jetpack-device-detection/SECURITY.md
IsaFG/demisto-mirror,Packs/CiscoEmailSecurity/Integrations/CiscoEmailSecurity/CiscoEmailSecurity_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/CiscoEmailSecurity/Integrations/CiscoEmailSecurity/CiscoEmailSecurity_description.md
IsaFG/demisto-mirror,Packs/CiscoStealthwatch/Playbooks/playbook-List_Cisco_Stealthwatch_Security_Events_README.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/CiscoStealthwatch/Playbooks/playbook-List_Cisco_Stealthwatch_Security_Events_README.md
IsaFG/demisto-mirror,Packs/Cisco-umbrella-cloud-security/Integrations/Cisco-umbrella-cloud-security/Cisco-umbrella-cloud-security_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/Cisco-umbrella-cloud-security/Integrations/Cisco-umbrella-cloud-security/Cisco-umbrella-cloud-security_description.md
IsaFG/demisto-mirror,Packs/AzureSecurityCenter/Integrations/AzureSecurityCenter_v2/AzureSecurityCenter_v2_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/AzureSecurityCenter/Integrations/AzureSecurityCenter_v2/AzureSecurityCenter_v2_description.md
IsaFG/demisto-mirror,Packs/BitSight/Integrations/BitSightForSecurityPerformanceManagement/BitSightForSecurityPerformanceManagement_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/BitSight/Integrations/BitSightForSecurityPerformanceManagement/BitSightForSecurityPerformanceManagement_description.md
IsaFG/demisto-mirror,Packs/AzureNetworkSecurityGroups/Integrations/AzureNetworkSecurityGroups/AzureNetworkSecurityGroups_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/AzureNetworkSecurityGroups/Integrations/AzureNetworkSecurityGroups/AzureNetworkSecurityGroups_description.md
IsaFG/demisto-mirror,Packs/SecurityTrails/Integrations/SecurityTrails/SecurityTrails_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/SecurityTrails/Integrations/SecurityTrails/SecurityTrails_description.md
IsaFG/demisto-mirror,Packs/FireMonSecurityManager/Integrations/FireMonSecurityManager/FireMonSecurityManager_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/FireMonSecurityManager/Integrations/FireMonSecurityManager/FireMonSecurityManager_description.md
IsaFG/demisto-mirror,Packs/ArcherRSA/Scripts/script-ArcherUpdateSecurityIncident_README.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/ArcherRSA/Scripts/script-ArcherUpdateSecurityIncident_README.md
IsaFG/demisto-mirror,Packs/AWS-EC2/Playbooks/playbook-IP_Whitelist_-_AWS_Security_Group_README.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/AWS-EC2/Playbooks/playbook-IP_Whitelist_-_AWS_Security_Group_README.md
IsaFG/demisto-mirror,Packs/AWS-SecurityHub/Integrations/AWS_SecurityHub/AWS_SecurityHub_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/AWS-SecurityHub/Integrations/AWS_SecurityHub/AWS_SecurityHub_description.md
IsaFG/demisto-mirror,Packs/ArcherRSA/Scripts/script-ArcherCreateSecurityIncident_README.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/ArcherRSA/Scripts/script-ArcherCreateSecurityIncident_README.md
IsaFG/demisto-mirror,Packs/JoeSecurity/Integrations/JoeSecurity/JoeSecurity_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/JoeSecurity/Integrations/JoeSecurity/JoeSecurity_description.md
IsaFG/demisto-mirror,Packs/AbnormalSecurity/Integrations/AbnormalSecurity/AbnormalSecurity_description.md,https://github.com/IsaFG/demisto-mirror/blob/bdaec9aa6b685a16cc1c3bbc333b36b47aedcdbf/Packs/AbnormalSecurity/Integrations/AbnormalSecurity/AbnormalSecurity_description.md
unibravo/alfresco-docs,_archive/content-services/4.1/references/API-JS-Security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/_archive/content-services/4.1/references/API-JS-Security.md
unibravo/alfresco-docs,_archive/content-services/3.4/references/API-JS-PermissionSecurity.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/_archive/content-services/3.4/references/API-JS-PermissionSecurity.md
unibravo/alfresco-docs,search-services/1.4/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/search-services/1.4/config/security.md
unibravo/alfresco-docs,search-services/latest/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/search-services/latest/config/security.md
unibravo/alfresco-docs,search-services/1.3/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/search-services/1.3/config/security.md
unibravo/alfresco-docs,insight-engine/1.1/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/insight-engine/1.1/config/security.md
unibravo/alfresco-docs,insight-engine/1.0/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/insight-engine/1.0/config/security.md
unibravo/alfresco-docs,insight-engine/1.4/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/insight-engine/1.4/config/security.md
unibravo/alfresco-docs,support/latest/policies/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/support/latest/policies/security.md
unibravo/alfresco-docs,content-services/latest/admin/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/content-services/latest/admin/security.md
unibravo/alfresco-docs,content-services/community/admin/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/content-services/community/admin/security.md
unibravo/alfresco-docs,insight-engine/latest/config/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/insight-engine/latest/config/security.md
unibravo/alfresco-docs,content-services/6.0/admin/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/content-services/6.0/admin/security.md
unibravo/alfresco-docs,content-services/6.1/admin/security.md,https://github.com/unibravo/alfresco-docs/blob/69c77cd72192f1eeea4105c3603c21b2ec1ec3e2/content-services/6.1/admin/security.md
zowe/docs-site,versioned_docs/version-v2.5.x/user-guide/cli-using-team-managing-credential-security.md,https://github.com/zowe/docs-site/blob/7476b714f7fd3521c7666524b8062e93400c9c37/versioned_docs/version-v2.5.x/user-guide/cli-using-team-managing-credential-security.md
zowe/docs-site,versioned_docs/version-v2.5.x/user-guide/initialize-security-configuration.md,https://github.com/zowe/docs-site/blob/7476b714f7fd3521c7666524b8062e93400c9c37/versioned_docs/version-v2.5.x/user-guide/initialize-security-configuration.md
zowe/docs-site,versioned_docs/version-v2.5.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,https://github.com/zowe/docs-site/blob/7476b714f7fd3521c7666524b8062e93400c9c37/versioned_docs/version-v2.5.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md
zowe/docs-site,versioned_docs/version-v2.5.x/extend/extend-apiml/api-mediation-security.md,https://github.com/zowe/docs-site/blob/7476b714f7fd3521c7666524b8062e93400c9c37/versioned_docs/version-v2.5.x/extend/extend-apiml/api-mediation-security.md
zowe/docs-site,versioned_docs/version-v2.5.x/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md,https://github.com/zowe/docs-site/blob/7476b714f7fd3521c7666524b8062e93400c9c37/versioned_docs/version-v2.5.x/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md
zowe/docs-site,docs/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,https://github.com/zowe/docs-site/blob/0c3ea66f1a303ddfc3f51eaebd5da09679d2568b/docs/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md
zowe/docs-site,versioned_docs/version-v2.4.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/version-v2.4.x/appendix/zwe_server_command_reference/zwe/init/zwe-init-security.md
zowe/docs-site,versioned_docs/version-v2.4.x/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/version-v2.4.x/extend/extend-apiml/zowe-api-mediation-layer-security-overview.md
zowe/docs-site,versioned_docs/version-v2.4.x/extend/extend-apiml/api-mediation-security.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/version-v2.4.x/extend/extend-apiml/api-mediation-security.md
zowe/docs-site,versioned_docs/version-v2.4.x/user-guide/cli-using-team-managing-credential-security.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/version-v2.4.x/user-guide/cli-using-team-managing-credential-security.md
zowe/docs-site,versioned_docs/_version-v1.26.x/extend/extend-apiml/api-mediation-security.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/_version-v1.26.x/extend/extend-apiml/api-mediation-security.md
zowe/docs-site,versioned_docs/_version-v1.25.x/extend/extend-apiml/api-mediation-security.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/_version-v1.25.x/extend/extend-apiml/api-mediation-security.md
zowe/docs-site,versioned_docs/version-v2.4.x/user-guide/initialize-security-configuration.md,https://github.com/zowe/docs-site/blob/8a791f4ffd19016d7d012342bb89b1e11512b64b/versioned_docs/version-v2.4.x/user-guide/initialize-security-configuration.md
zowe/docs-site,versioned_docs/_version-v1.17.x/extend/extend-apiml/api-mediation-security.md,https://github.com/zowe/docs-site/blob/2e54451e96b55e5e26a7cc2a9670b1d91feae34e/versioned_docs/_version-v1.17.x/extend/extend-apiml/api-mediation-security.md
MicrosoftDocs/SupportArticles-docs,support/sql/analysis-services/writeback-performance-issue-cell-security-enable.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/557c337cdcc88607d75be925bc0933ac579e53f9/support/sql/analysis-services/writeback-performance-issue-cell-security-enable.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/group-policy/set-event-log-security-locally-or-via-group-policy.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/group-policy/set-event-log-security-locally-or-via-group-policy.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/error-add-user-to-security-permissions.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/error-add-user-to-security-permissions.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/security-auditing-settings-not-applied-when-deploy-domain-based-policy.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/security-auditing-settings-not-applied-when-deploy-domain-based-policy.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/apply-predefined-security-templates.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/apply-predefined-security-templates.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/system-management-components/security-event-log-forwarding-fails-error-0x138c-5004.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/system-management-components/security-event-log-forwarding-fails-error-0x138c-5004.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/security-identifier-could-not-be-resolved.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/security-identifier-could-not-be-resolved.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/user-profiles-and-logon/security-content-accumated-many-security-ids.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/user-profiles-and-logon/security-content-accumated-many-security-ids.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/virtualization/security-id-structure-invalid.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/virtualization/security-id-structure-invalid.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/error-unable-access-security-log.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/error-unable-access-security-log.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/user-profiles-and-logon/create-security-enhanced-redirected-folder.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/user-profiles-and-logon/create-security-enhanced-redirected-folder.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/windows-security-overview.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/windows-security-overview.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/windows-security/authentication-package-listed-as-ntlmv1-security-audit-event.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/windows-security/authentication-package-listed-as-ntlmv1-security-audit-event.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/security-and-malware/security-and-malware-overview.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/security-and-malware/security-and-malware-overview.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/identity/ntdsutil-find-clean-duplicate-security-identifiers.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/identity/ntdsutil-find-clean-duplicate-security-identifiers.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/remote/local-security-authority-cant-contact.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/remote/local-security-authority-cant-contact.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/networking/troubleshoot-windows-firewall-with-advanced-security-guidance.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/networking/troubleshoot-windows-firewall-with-advanced-security-guidance.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/group-policy/configure-group-policies-set-security.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/group-policy/configure-group-policies-set-security.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/group-policy/dcgpofix-not-restore-default-domain-controller-policy-security-settings.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/group-policy/dcgpofix-not-restore-default-domain-controller-policy-security-settings.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/identity/ldap-session-security-settings-requirements-adv190023.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/identity/ldap-session-security-settings-requirements-adv190023.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/identity/define-security-templates-using-security-templates-snap-in.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/identity/define-security-templates-using-security-templates-snap-in.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/identity/auditpol-local-security-policy-results-differ.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/identity/auditpol-local-security-policy-results-differ.md
MicrosoftDocs/SupportArticles-docs,support/windows-server/networking/security-setting-changes-not-appear-dfsr-replication.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/4cf5e181b1ff6255973533a43ebcb3132007776c/support/windows-server/networking/security-setting-changes-not-appear-dfsr-replication.md
MicrosoftDocs/SupportArticles-docs,support/sql/database-engine/log-shipping/configure-security-log-shipping.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/3f7aa4c8976cfa550303cfe81db909fa6eae445a/support/sql/database-engine/log-shipping/configure-security-log-shipping.md
MicrosoftDocs/SupportArticles-docs,SECURITY.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/ba37d2484ae1287cf71786d6f0bc7b9dee79cf5f/SECURITY.md
MicrosoftDocs/SupportArticles-docs,support/azure/virtual-machines/unresponsive-vm-apply-security-policy.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/72481a2ca8cf60cee7fb24ec0cbe498d086b103f/support/azure/virtual-machines/unresponsive-vm-apply-security-policy.md
MicrosoftDocs/SupportArticles-docs,support/azure/active-directory/security-context-not-associate-domian.md,https://github.com/MicrosoftDocs/SupportArticles-docs/blob/00c63b1883a483dfbe2b8c975da73d0ce0b54d43/support/azure/active-directory/security-context-not-associate-domian.md
kubernetes/website,content/zh-cn/docs/concepts/security/windows-security.md,https://github.com/kubernetes/website/blob/35e1c2858b6c849d6dd04a48efdaa16ed9ec5dd5/content/zh-cn/docs/concepts/security/windows-security.md
kubernetes/website,content/zh-cn/docs/reference/access-authn-authz/psp-to-pod-security-standards.md,https://github.com/kubernetes/website/blob/29ba91c1d463a325a48e58bbbc881e668bf34e8d/content/zh-cn/docs/reference/access-authn-authz/psp-to-pod-security-standards.md
kubernetes/website,content/en/docs/reference/glossary/pod-security-policy.md,https://github.com/kubernetes/website/blob/b79539d0d35927eb51976d1115db500419a6c6b9/content/en/docs/reference/glossary/pod-security-policy.md
kubernetes/website,content/en/docs/reference/access-authn-authz/psp-to-pod-security-standards.md,https://github.com/kubernetes/website/blob/b79539d0d35927eb51976d1115db500419a6c6b9/content/en/docs/reference/access-authn-authz/psp-to-pod-security-standards.md
kubernetes/website,content/en/docs/concepts/security/windows-security.md,https://github.com/kubernetes/website/blob/94c832e49f737eeccb212eb09a6a0508a6ce61ff/content/en/docs/concepts/security/windows-security.md
kubernetes/website,content/zh-cn/docs/reference/glossary/security-context.md,https://github.com/kubernetes/website/blob/3aa475b6e66e634c1e79e8757a399fb2283f12ba/content/zh-cn/docs/reference/glossary/security-context.md
kubernetes/website,content/zh-cn/docs/reference/issues-security/security.md,https://github.com/kubernetes/website/blob/812b3714eef16e59af5520216f2d17111a5471ff/content/zh-cn/docs/reference/issues-security/security.md
kubernetes/website,content/en/blog/_posts/2017-09-00-Kubernetes-18-Security-Workloads-And.md,https://github.com/kubernetes/website/blob/6618eca27104a00b5c7352f91f7c6150bef9b9e7/content/en/blog/_posts/2017-09-00-Kubernetes-18-Security-Workloads-And.md
kubernetes/website,content/en/blog/_posts/2018-03-26-kubernetes-1-10-stabilizing-storage-security-networking.md,https://github.com/kubernetes/website/blob/6618eca27104a00b5c7352f91f7c6150bef9b9e7/content/en/blog/_posts/2018-03-26-kubernetes-1-10-stabilizing-storage-security-networking.md
kubernetes/website,content/en/blog/_posts/2017-06-00-Kubernetes-1-7-Security-Hardening-Stateful-Application-Extensibility-Updates.md,https://github.com/kubernetes/website/blob/4a67ea76d0f6dc176c57c40613c4d93e2eec9420/content/en/blog/_posts/2017-06-00-Kubernetes-1-7-Security-Hardening-Stateful-Application-Extensibility-Updates.md
kubernetes/website,content/ja/docs/concepts/security/pod-security-standards.md,https://github.com/kubernetes/website/blob/09b773966b7de91d3dc63d9d26040d444269edb7/content/ja/docs/concepts/security/pod-security-standards.md
kubernetes/website,content/en/blog/_posts/2021-12-09-pod-security-admission-beta.md,https://github.com/kubernetes/website/blob/e047c71b9b4b9579f1c17c139d499ef9bfb412ac/content/en/blog/_posts/2021-12-09-pod-security-admission-beta.md
kubernetes/website,content/en/docs/reference/issues-security/security.md,https://github.com/kubernetes/website/blob/3e8de6be04f1a590a736e0f09c15b8fdd72e7e16/content/en/docs/reference/issues-security/security.md
kubernetes/website,SECURITY.md,https://github.com/kubernetes/website/blob/0857620280b12e9515025ffa2bc32de01419bace/SECURITY.md
kubernetes/website,content/id/docs/tasks/configure-pod-container/security-context.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/id/docs/tasks/configure-pod-container/security-context.md
kubernetes/website,content/en/docs/reference/glossary/security-context.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/en/docs/reference/glossary/security-context.md
kubernetes/website,content/en/blog/_posts/2016-05-00-Hypernetes-Security-And-Multi-Tenancy-In-Kubernetes.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/en/blog/_posts/2016-05-00-Hypernetes-Security-And-Multi-Tenancy-In-Kubernetes.md
kubernetes/website,content/en/blog/_posts/2016-08-00-Security-Best-Practices-Kubernetes-Deployment.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/en/blog/_posts/2016-08-00-Security-Best-Practices-Kubernetes-Deployment.md
kubernetes/website,content/en/blog/_posts/2016-12-00-From-Network-Policies-To-Security-Policies.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/en/blog/_posts/2016-12-00-From-Network-Policies-To-Security-Policies.md
kubernetes/website,content/en/blog/_posts/2017-05-00-Kubernetes-Security-Process-Explained.md,https://github.com/kubernetes/website/blob/3ca34b9a3be454055ba234f1d2ff7d55809b5040/content/en/blog/_posts/2017-05-00-Kubernetes-Security-Process-Explained.md
zdnscloud/k8s-knowledge-share,security/security.md,https://github.com/zdnscloud/k8s-knowledge-share/blob/c808cf7527a6d4a271400f4f4fedf0eb76c55a46/security/security.md
fbelzunc/cka-exam,security/security.md,https://github.com/fbelzunc/cka-exam/blob/43b599b4b73960ef987f72bb46e7eb353e1e4079/security/security.md
ArgonDesign/gumpifier,Security/Security.md,https://github.com/ArgonDesign/gumpifier/blob/593e6b4cc661e8399ff8eb0457aaecfc97f84af8/Security/Security.md
codragonzuo/studynotes,Security/Security.md,https://github.com/codragonzuo/studynotes/blob/5cc78c7f8b37d82e24811aaac8c9ec5f7b62a3c3/Security/Security.md
DelfsEngineering/fm-betterforms,security/security.md,https://github.com/DelfsEngineering/fm-betterforms/blob/b17b21f41e8d1c61881ee064529904c5faf62515/security/security.md
kengoldfarb/modern-development,security/Security.md,https://github.com/kengoldfarb/modern-development/blob/b0b45dc6d0661f7325ef221d78a179e847f5d17b/security/Security.md
andreia/webdev-references,security/security.md,https://github.com/andreia/webdev-references/blob/4869ef75ba1aec684aaf897485331ab99a340d36/security/security.md
ibmcuijunluke/software-automation,security/security.md,https://github.com/ibmcuijunluke/software-automation/blob/9bc9ad78f1095983b6b46671482091489088cb15/security/security.md
Aslamlatheef/PivotalCloudfoundry,security/SECURITY.md,https://github.com/Aslamlatheef/PivotalCloudfoundry/blob/536f22d202fbba2e1d1fce18be25cd75639281e5/security/SECURITY.md
erwa/notes,security/security.md,https://github.com/erwa/notes/blob/024e2656ae755803736e1c69841a6f07a08fae58/security/security.md
issuxark11/TIL,Security/security.md,https://github.com/issuxark11/TIL/blob/a7c08268ebb8853e72f97e981c6995052143f4e7/Security/security.md
